Year,Victim_Category,Age_Group,Sex,Type_of_Abuse,Community_Incidence_Rate,Reporting_Source,Household_Size,Prior_Social_Service_Contact,Financial_Stress_Index,Is_Physical,Is_Neglect,Severity_Score,High_Risk_Flag,Immediate_Intervention_Needed,Intergenerational_Risk_Flag,Gender_Power_Imbalance_Flag,Recidivism_Risk_Score,Ecological_Risk_Index
2021,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.95,Police,6,0,1,0,0,2.8,0,0,0,1,0.4,0.692
2023,Spouse,18-29 years,Female,Physical Abuse,1.05,Hotline,3,1,0,1,0,3.8,0,0,0,0,0.4,0.478
2022,Spouse,18-29 years,Female,Emotional & Psychological Abuse,1.65,Hotline,5,0,1,0,0,2.2,0,0,0,0,0.4,0.618
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Hotline,6,0,1,1,0,3.9,0,0,0,1,0.4,0.753
2023,Spouse,18-29 years,Female,Physical Abuse,1.05,Police,4,0,0,1,0,4.2,0,0,0,0,0.0,0.428
2022,Spouse,18-29 years,Female,Physical Abuse,1.65,Hotline,4,1,1,1,0,3.9,0,0,0,1,0.6,0.727
2023,Spouse,30-39 years,Male,Physical Abuse,1.05,Social Service,6,0,0,1,0,3.4,0,0,0,0,0.2,0.528
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Social Service,5,0,0,1,0,3.5,0,0,0,0,0.2,0.503
2021,Spouse,50-64 years,Female,Physical Abuse,1.95,Police,5,0,1,1,0,4.3,0,0,0,1,0.4,0.702
2024,Spouse,18-29 years,Male,Physical Abuse,1.35,Police,4,0,1,1,0,4.1,0,0,0,0,0.2,0.602
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Police,3,0,1,1,0,4.2,0,0,0,0,0.2,0.578
2022,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.65,Police,6,0,1,0,0,2.7,0,0,0,0,0.4,0.668
2024,Spouse,50-64 years,Male,Physical Abuse,1.35,Hotline,6,0,0,1,0,3.7,0,0,0,0,0.2,0.552
2023,Spouse,18-29 years,Female,Physical Abuse,1.05,Police,5,0,0,1,0,4.5,1,1,0,1,0.2,0.478
2023,Spouse,30-39 years,Female,Physical Abuse,1.05,Hotline,6,0,1,1,0,3.8,0,0,0,0,0.4,0.678
2023,Spouse,50-64 years,Female,Physical Abuse,1.05,Police,6,0,0,1,0,4.4,0,0,0,1,0.2,0.528
2021,Spouse,50-64 years,Male,Emotional & Psychological Abuse,1.95,Police,5,0,1,0,0,2.7,0,0,0,0,0.4,0.643
2021,Elderly VA,65+ years,Male,Self-Neglect,0.4,Hospital,3,0,1,0,1,4.2,1,1,0,0,0.2,0.442
2022,Spouse,50-64 years,Female,Physical Abuse,1.65,Police,2,0,1,1,0,4.4,0,0,0,1,0.2,0.528
2021,Non-Elderly VA,18-29 years,Male,Physical Abuse,1.3,Social Service,4,1,0,1,0,3.5,1,1,0,0,0.4,0.548
2023,Spouse,30-39 years,Female,Physical Abuse,1.05,Police,6,1,0,1,0,4.3,0,0,0,0,0.6,0.628
2024,Spouse,18-29 years,Male,Emotional & Psychological Abuse,1.35,Hospital,5,1,0,0,0,2.8,0,0,0,0,0.6,0.542
2024,Spouse,40-49 years,Male,Physical Abuse,1.35,Police,6,0,1,1,0,4.2,0,0,0,0,0.4,0.702
2024,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.35,Hospital,6,1,0,0,0,3.0,0,0,0,1,0.6,0.592
2023,Spouse,40-49 years,Female,Physical Abuse,1.05,Police,6,0,0,1,0,4.4,0,0,0,1,0.2,0.528
2024,Spouse,40-49 years,Female,Physical Abuse,1.35,Social Service,6,1,1,1,0,3.7,1,1,0,1,0.8,0.802
2023,Spouse,30-39 years,Male,Physical Abuse,1.05,Police,6,0,0,1,0,4.1,0,0,0,0,0.2,0.528
2024,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.35,Hospital,2,0,0,0,0,2.9,0,0,0,1,0.0,0.292
2024,Spouse,18-29 years,Female,Emotional & Psychological Abuse,1.35,Police,2,0,0,0,0,3.0,0,0,0,1,0.0,0.292
2023,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.05,Hospital,4,0,0,0,0,2.7,0,0,0,0,0.0,0.368
2022,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.65,Hospital,4,1,1,0,0,2.6,0,0,0,0,0.6,0.668
2023,Spouse,30-39 years,Male,Physical Abuse,1.05,Police,3,0,0,1,0,4.4,0,0,0,0,0.0,0.378
2023,Spouse,30-39 years,Female,Physical Abuse,1.05,Police,5,0,0,1,0,4.3,0,0,0,1,0.2,0.478
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Police,3,1,0,1,0,4.4,0,0,0,1,0.4,0.502
2024,Spouse,40-49 years,Female,Physical Abuse,1.35,Hospital,3,1,0,1,0,4.2,0,0,0,0,0.4,0.502
2023,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.05,Hospital,5,0,1,0,0,2.9,0,0,0,1,0.4,0.568
2024,Spouse,40-49 years,Female,Physical Abuse,1.35,Social Service,6,0,1,1,0,3.4,0,0,0,0,0.4,0.702
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Hospital,2,0,0,1,0,4.2,0,0,0,0,0.0,0.352
2023,Spouse,30-39 years,Female,Physical Abuse,1.05,Police,2,0,1,1,0,4.2,0,0,0,0,0.2,0.478
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Hotline,4,0,1,1,0,4.0,0,0,0,1,0.2,0.652
2022,Spouse,18-29 years,Female,Physical Abuse,1.65,Hospital,3,0,1,1,0,4.4,0,0,0,1,0.2,0.578
2022,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.65,Social Service,3,1,1,0,0,2.0,0,0,0,1,0.6,0.617
2022,Spouse,18-29 years,Female,Physical Abuse,1.65,Police,2,0,1,1,0,4.2,0,0,0,0,0.2,0.528
2021,Spouse,18-29 years,Female,Physical Abuse,1.95,Police,6,0,1,1,0,4.5,0,0,0,1,0.4,0.753
2024,Spouse,50-64 years,Female,Physical Abuse,1.35,Hospital,3,1,0,1,0,4.3,0,0,0,0,0.4,0.502
2022,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.65,Police,6,0,1,0,0,2.9,0,0,0,1,0.4,0.668
2022,Spouse,50-64 years,Female,Physical Abuse,1.65,Police,2,0,1,1,0,4.3,0,0,0,0,0.2,0.528
2024,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.35,Police,6,0,0,0,0,2.8,0,0,0,0,0.2,0.492
2024,Spouse,40-49 years,Male,Physical Abuse,1.35,Hospital,6,0,0,1,0,4.3,0,0,0,0,0.2,0.552
2023,Spouse,40-49 years,Female,Physical Abuse,1.05,Hotline,2,0,0,1,0,3.8,0,0,0,0,0.0,0.328
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Hospital,6,1,1,1,0,4.4,0,0,0,1,0.8,0.828
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Hotline,3,1,1,1,0,3.9,0,0,0,1,0.6,0.702
2022,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.65,Hospital,6,0,1,0,0,2.7,0,0,0,0,0.4,0.668
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Hospital,2,1,1,1,0,4.5,0,1,0,1,0.6,0.628
2023,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.05,Hotline,4,0,0,0,0,2.4,0,0,0,0,0.0,0.368
2022,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.65,Police,2,0,1,0,0,2.8,0,0,0,1,0.2,0.468
2023,Spouse,50-64 years,Female,Physical Abuse,1.05,Police,4,0,1,1,0,4.5,0,1,0,1,0.2,0.578
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Hospital,6,0,0,1,0,4.3,0,0,0,1,0.2,0.552
2023,Spouse,40-49 years,Female,Physical Abuse,1.05,Police,6,0,1,1,0,4.1,0,0,0,0,0.4,0.678
2022,Spouse,50-64 years,Female,Physical Abuse,1.65,Police,4,0,1,1,0,4.5,0,0,0,1,0.2,0.628
2021,Spouse,18-29 years,Female,Physical Abuse,1.95,Police,5,0,1,1,0,4.4,0,0,0,1,0.4,0.702
2021,Spouse,18-29 years,Female,Emotional & Psychological Abuse,1.95,Hospital,2,0,1,0,0,2.7,0,0,0,0,0.2,0.493
2023,Spouse,40-49 years,Female,Physical Abuse,1.05,Hotline,6,1,0,1,0,3.8,0,0,0,0,0.6,0.628
2021,Spouse,40-49 years,Female,Physical Abuse,1.95,Police,2,0,1,1,0,4.4,0,0,0,1,0.2,0.552
2021,Spouse,50-64 years,Female,Physical Abuse,1.95,Police,5,0,1,1,0,4.3,0,0,0,1,0.4,0.702
2022,Spouse,18-29 years,Female,Physical Abuse,1.65,Social Service,4,0,1,1,0,3.5,0,0,0,1,0.2,0.628
2024,Spouse,40-49 years,Female,Physical Abuse,1.35,Hotline,4,0,0,1,0,4.1,0,0,0,1,0.0,0.452
2022,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.65,Hospital,3,0,1,0,0,2.9,0,0,0,1,0.2,0.518
2021,Spouse,18-29 years,Female,Physical Abuse,1.95,Hotline,4,0,1,1,0,3.8,0,0,0,0,0.2,0.652
2023,Spouse,18-29 years,Female,Physical Abuse,1.05,Hotline,6,1,0,1,0,3.8,0,0,0,0,0.6,0.628
2024,Spouse,50-64 years,Female,Physical Abuse,1.35,Police,3,0,0,1,0,4.2,0,0,0,0,0.0,0.402
2023,Spouse,40-49 years,Female,Physical Abuse,1.05,Police,4,1,0,1,0,4.4,0,0,0,1,0.4,0.528
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Police,3,0,1,1,0,4.1,0,0,0,0,0.2,0.602
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Social Service,5,1,0,1,0,3.5,0,0,0,1,0.6,0.602
2023,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.05,Police,5,1,0,0,0,2.9,0,0,0,1,0.6,0.518
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Police,2,0,0,1,0,4.5,0,0,0,1,0.0,0.352
2022,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.65,Police,2,0,1,0,0,2.7,0,0,0,0,0.2,0.468
2023,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.05,Hospital,6,1,0,0,0,2.9,0,0,0,1,0.6,0.568
2023,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.05,Social Service,6,0,0,0,0,1.8,0,0,0,0,0.2,0.468
2022,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.65,Hotline,6,0,1,0,0,2.5,0,0,0,1,0.4,0.668
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Hotline,4,0,1,1,0,3.8,0,0,0,0,0.2,0.602
2021,Spouse,40-49 years,Female,Physical Abuse,1.95,Hotline,5,0,1,1,0,3.9,0,0,0,0,0.4,0.702
2024,Spouse,30-39 years,Male,Physical Abuse,1.35,Police,4,0,0,1,0,4.4,0,0,0,0,0.0,0.452
2022,Spouse,30-39 years,Male,Physical Abuse,1.65,Police,5,0,1,1,0,4.2,0,0,0,0,0.4,0.678
2021,Spouse,50-64 years,Male,Physical Abuse,1.95,Hospital,3,0,1,1,0,4.2,0,0,0,0,0.2,0.602
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Police,4,0,0,1,0,4.4,0,0,0,1,0.0,0.452
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Social Service,4,1,1,1,0,3.6,0,0,0,1,0.6,0.752
2021,Spouse,50-64 years,Female,Physical Abuse,1.95,Hotline,3,0,1,1,0,4.0,0,0,0,1,0.2,0.602
2022,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.65,Hotline,2,0,1,0,0,2.5,0,0,0,1,0.2,0.468
2023,Spouse,18-29 years,Female,Emotional & Psychological Abuse,1.05,Hospital,3,0,1,0,0,2.8,0,0,0,1,0.2,0.468
2022,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.65,Police,2,0,1,0,0,2.7,0,0,0,0,0.2,0.468
2024,Spouse,40-49 years,Female,Physical Abuse,1.35,Hospital,5,0,0,1,0,4.2,0,0,0,0,0.2,0.503
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Police,2,0,1,1,0,4.2,0,0,0,0,0.2,0.528
2022,Spouse,18-29 years,Female,Physical Abuse,1.65,Police,6,1,1,1,0,4.5,0,0,0,1,0.8,0.828
2024,Spouse,40-49 years,Female,Physical Abuse,1.35,Police,3,0,0,1,0,4.3,0,0,0,1,0.0,0.402
2021,Spouse,40-49 years,Female,Physical Abuse,1.95,Social Service,5,1,1,1,0,3.5,0,0,0,0,0.8,0.802
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Police,6,0,1,1,0,4.3,0,0,0,0,0.4,0.753
2022,Spouse,50-64 years,Female,Physical Abuse,1.65,Hospital,5,0,1,1,0,4.5,0,0,0,1,0.4,0.678
2024,Elderly VA,65+ years,Female,Physical Abuse,0.4,Community,6,0,1,1,0,4.2,1,0,0,1,0.4,0.623
2024,Spouse,40-49 years,Male,Physical Abuse,1.35,Police,4,0,0,1,0,4.3,0,0,0,0,0.0,0.452
2023,Spouse,18-29 years,Male,Physical Abuse,1.05,Hospital,5,1,0,1,0,4.3,0,0,0,0,0.6,0.578
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Hospital,5,0,1,1,0,4.3,0,0,0,1,0.4,0.702
2023,Spouse,30-39 years,Female,Physical Abuse,1.05,Hospital,6,0,0,1,0,4.1,0,0,0,0,0.2,0.528
2024,Spouse,40-49 years,Female,Physical Abuse,1.35,Police,3,0,1,1,0,4.4,0,0,0,1,0.2,0.552
2022,Spouse,18-29 years,Female,Physical Abuse,1.65,Hotline,4,0,1,1,0,4.1,0,0,0,1,0.2,0.628
2022,Spouse,40-49 years,Male,Physical Abuse,1.65,Police,3,1,1,1,0,4.3,0,0,0,0,0.6,0.678
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Police,3,0,1,1,0,4.4,0,0,0,1,0.2,0.578
2024,Spouse,50-64 years,Female,Physical Abuse,1.35,Police,3,0,1,1,0,4.5,0,1,0,1,0.2,0.552
2024,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.35,Hospital,4,0,0,0,0,2.9,0,0,0,1,0.0,0.392
2023,Spouse,50-64 years,Female,Physical Abuse,1.05,Hospital,2,0,0,1,0,4.2,0,0,0,0,0.0,0.328
2023,Spouse,18-29 years,Female,Physical Abuse,1.05,Hotline,4,0,0,1,0,3.9,0,0,0,1,0.0,0.428
2022,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.65,Hospital,3,1,1,0,0,2.8,0,0,0,1,0.6,0.617
2021,Spouse,18-29 years,Female,Emotional & Psychological Abuse,1.95,Hospital,3,1,1,0,0,2.8,0,0,0,0,0.6,0.642
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Hospital,5,0,0,1,0,4.4,0,0,0,1,0.2,0.503
2021,Spouse,40-49 years,Female,Physical Abuse,1.95,Police,4,1,1,1,0,4.5,0,1,0,1,0.6,0.752
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Police,3,1,0,1,0,4.5,0,0,0,1,0.4,0.502
2023,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.05,Hotline,3,1,0,0,0,2.4,0,0,0,0,0.4,0.418
2022,Spouse,40-49 years,Male,Physical Abuse,1.65,Hotline,2,0,1,1,0,3.7,0,0,0,0,0.2,0.528
2021,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.95,Police,2,1,1,0,0,3.0,0,0,0,1,0.6,0.592
2021,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.95,Police,4,0,1,0,0,2.9,0,0,0,1,0.2,0.592
2022,Spouse,40-49 years,Male,Physical Abuse,1.65,Police,4,0,1,1,0,4.1,0,0,0,0,0.2,0.628
2024,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.35,Police,2,1,1,0,0,3.0,0,0,0,1,0.6,0.542
2021,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.95,Hotline,6,0,1,0,0,2.5,0,0,0,1,0.4,0.692
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Social Service,5,1,1,1,0,3.5,0,0,0,1,0.8,0.778
2021,Spouse,18-29 years,Female,Physical Abuse,1.95,Hotline,3,0,1,1,0,3.9,0,0,0,1,0.2,0.602
2023,Spouse,50-64 years,Female,Physical Abuse,1.05,Hospital,3,0,1,1,0,4.3,0,0,0,0,0.2,0.528
2023,Spouse,40-49 years,Female,Physical Abuse,1.05,Hotline,5,1,0,1,0,3.7,0,0,0,0,0.6,0.578
2022,Spouse,30-39 years,Male,Physical Abuse,1.65,Police,2,1,1,1,0,4.2,0,0,0,0,0.6,0.628
2022,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.65,Police,5,0,1,0,0,2.9,0,0,0,1,0.4,0.618
2024,Spouse,50-64 years,Female,Physical Abuse,1.35,Police,2,0,0,1,0,4.1,0,0,0,0,0.0,0.352
2023,Spouse,18-29 years,Male,Physical Abuse,1.05,Hotline,6,0,0,1,0,3.8,0,0,0,0,0.2,0.528
2024,Spouse,40-49 years,Female,Physical Abuse,1.35,Police,6,0,0,1,0,4.3,0,0,0,0,0.2,0.552
2023,Spouse,30-39 years,Female,Physical Abuse,1.05,Police,6,1,0,1,0,4.3,0,0,0,1,0.6,0.628
2022,Spouse,40-49 years,Male,Physical Abuse,1.65,Police,6,0,1,1,0,4.5,0,1,0,0,0.4,0.728
2021,Spouse,18-29 years,Female,Physical Abuse,1.95,Hotline,3,0,1,1,0,3.8,0,0,0,0,0.2,0.602
2022,Spouse,50-64 years,Female,Physical Abuse,1.65,Social Service,2,0,1,1,0,3.4,0,0,0,0,0.2,0.528
2021,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.95,Police,3,0,1,0,0,2.9,0,0,0,1,0.2,0.542
2022,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.65,Hotline,4,1,1,0,0,2.4,0,0,0,1,0.6,0.668
2023,Spouse,40-49 years,Female,Physical Abuse,1.05,Social Service,6,0,1,1,0,3.4,0,0,0,0,0.4,0.678
2024,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.35,Police,4,0,0,0,0,2.8,0,0,0,0,0.0,0.392
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Hotline,4,1,1,1,0,3.8,0,0,0,0,0.6,0.727
2024,Spouse,18-29 years,Female,Emotional & Psychological Abuse,1.35,Hospital,4,1,0,0,0,2.7,0,0,0,0,0.4,0.493
2024,Spouse,40-49 years,Female,Physical Abuse,1.35,Hotline,6,0,0,1,0,3.9,0,0,0,0,0.2,0.552
2024,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.35,Hospital,4,0,0,0,0,2.8,0,0,0,0,0.0,0.392
2023,Spouse,30-39 years,Female,Physical Abuse,1.05,Hospital,4,0,0,1,0,4.5,0,1,0,1,0.0,0.428
2023,Spouse,40-49 years,Female,Physical Abuse,1.05,Hotline,2,0,0,1,0,3.8,0,0,0,0,0.0,0.328
2024,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.35,Police,4,1,0,0,0,2.8,0,0,0,1,0.4,0.493
2023,Spouse,50-64 years,Male,Emotional & Psychological Abuse,1.05,Social Service,4,0,1,0,0,2.1,0,0,0,0,0.2,0.518
2022,Spouse,30-39 years,Male,Physical Abuse,1.65,Hotline,6,0,1,1,0,3.7,0,0,0,0,0.4,0.728
2023,Spouse,18-29 years,Male,Physical Abuse,1.05,Police,3,0,0,1,0,4.4,0,0,0,0,0.0,0.378
2021,Spouse,50-64 years,Female,Physical Abuse,1.95,Police,2,1,1,1,0,4.2,0,0,0,0,0.6,0.652
2023,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.05,Hospital,4,0,0,0,0,3.0,0,0,0,1,0.0,0.368
2021,Spouse,18-29 years,Male,Physical Abuse,1.95,Police,4,0,1,1,0,4.2,0,0,0,0,0.2,0.652
2023,Spouse,50-64 years,Female,Physical Abuse,1.05,Police,6,1,0,1,0,4.3,0,0,0,0,0.6,0.628
2023,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.05,Police,6,1,0,0,0,2.6,0,0,0,0,0.6,0.568
2024,Spouse,30-39 years,Male,Physical Abuse,1.35,Hospital,4,0,0,1,0,4.5,0,1,0,0,0.0,0.452
2023,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.05,Police,2,0,0,0,0,2.8,0,0,0,1,0.0,0.268
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Hospital,4,0,1,1,0,4.3,0,0,0,1,0.2,0.628
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Social Service,6,1,0,1,0,3.3,0,0,0,0,0.6,0.652
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Police,2,0,1,1,0,4.4,0,0,0,1,0.2,0.528
2021,Elderly VA,65+ years,Male,Physical Abuse,1.1,Police,3,0,0,1,0,5.0,1,1,0,0,0.0,0.382
2024,Spouse,50-64 years,Female,Physical Abuse,1.35,Hospital,6,1,0,1,0,4.5,0,0,0,1,0.6,0.652
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Police,4,0,0,1,0,4.2,0,0,0,0,0.0,0.452
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Police,6,0,1,1,0,4.2,0,0,0,0,0.4,0.728
2022,Spouse,30-39 years,Male,Physical Abuse,1.65,Police,5,0,1,1,0,4.1,0,0,0,0,0.4,0.678
2024,Spouse,30-39 years,Male,Physical Abuse,1.35,Police,5,0,1,1,0,4.3,0,0,0,0,0.4,0.653
2024,Spouse,50-64 years,Female,Physical Abuse,1.35,Hospital,2,1,0,1,0,4.3,0,0,0,1,0.4,0.452
2024,Spouse,30-39 years,Male,Emotional & Psychological Abuse,1.35,Police,5,0,0,0,0,2.6,0,0,0,0,0.2,0.442
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Police,2,0,0,1,0,4.4,0,0,0,1,0.0,0.352
2021,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.95,Hotline,4,0,1,0,0,2.4,0,0,0,0,0.2,0.592
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Police,3,1,1,1,0,4.3,0,0,0,1,0.6,0.702
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Hotline,4,0,1,1,0,3.9,0,0,0,0,0.2,0.628
2022,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.65,Hotline,4,0,1,0,0,2.4,0,0,0,0,0.2,0.568
2022,Spouse,18-29 years,Female,Physical Abuse,1.65,Social Service,6,0,1,1,0,3.5,0,0,0,1,0.4,0.728
2021,Spouse,18-29 years,Female,Physical Abuse,1.95,Hotline,6,0,1,1,0,3.8,0,0,0,0,0.4,0.753
2022,Spouse,30-39 years,Male,Emotional & Psychological Abuse,1.65,Hospital,3,1,1,0,0,2.7,0,0,0,0,0.6,0.617
2023,Spouse,30-39 years,Male,Physical Abuse,1.05,Hospital,2,0,0,1,0,4.4,0,0,0,0,0.0,0.328
2023,Spouse,50-64 years,Female,Physical Abuse,1.05,Social Service,5,0,1,1,0,3.7,0,0,0,1,0.4,0.628
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Police,5,1,0,1,0,4.2,0,0,0,0,0.6,0.602
2022,Spouse,40-49 years,Male,Physical Abuse,1.65,Police,3,1,1,1,0,4.2,0,0,0,0,0.6,0.678
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Police,2,0,1,1,0,4.4,0,0,0,1,0.2,0.528
2022,Elderly VA,65+ years,Male,Self-Neglect,0.4,Police,6,0,1,0,1,4.1,1,1,0,0,0.4,0.55
2021,Spouse,18-29 years,Male,Emotional & Psychological Abuse,1.95,Hotline,3,0,1,0,0,2.2,0,0,0,0,0.2,0.542
2021,Spouse,40-49 years,Female,Physical Abuse,1.95,Hospital,3,0,1,1,0,4.2,0,0,0,0,0.2,0.602
2024,Spouse,18-29 years,Female,Emotional & Psychological Abuse,1.35,Hospital,4,0,1,0,0,2.9,0,0,0,1,0.2,0.542
2023,Spouse,50-64 years,Female,Physical Abuse,1.05,Hospital,5,0,0,1,0,4.4,0,0,0,1,0.2,0.478
2023,Non-Elderly VA,18-29 years,Female,Physical Abuse,0.7,Community,6,1,0,1,0,3.3,1,1,0,1,0.6,0.598
2024,Spouse,18-29 years,Male,Physical Abuse,1.35,Police,3,1,0,1,0,4.2,0,0,0,0,0.4,0.502
2023,Spouse,30-39 years,Female,Physical Abuse,1.05,Social Service,4,1,1,1,0,3.4,0,0,0,0,0.6,0.678
2021,Spouse,18-29 years,Female,Physical Abuse,1.95,Police,4,1,1,1,0,4.4,0,0,0,1,0.6,0.752
2021,Non-Elderly VA,50-64 years,Male,Physical Abuse,1.3,Hospital,6,1,0,1,0,4.1,1,0,0,0,0.6,0.648
2022,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.65,Hospital,3,0,1,0,0,2.6,0,0,0,0,0.2,0.518
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Hospital,5,0,1,1,0,4.4,0,0,0,1,0.4,0.702
2022,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.65,Police,4,0,1,0,0,2.7,0,0,0,0,0.2,0.568
2021,Spouse,18-29 years,Female,Physical Abuse,1.95,Police,4,0,1,1,0,4.4,0,0,0,1,0.2,0.652
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Hotline,6,0,1,1,0,3.8,0,0,0,0,0.4,0.728
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Hotline,4,0,1,1,0,3.7,0,0,0,0,0.2,0.652
2024,Spouse,50-64 years,Female,Physical Abuse,1.35,Police,6,0,0,1,0,4.2,0,0,0,0,0.2,0.552
2022,Spouse,30-39 years,Male,Physical Abuse,1.65,Police,2,0,1,1,0,4.4,0,0,0,0,0.2,0.528
2023,Elderly VA,65+ years,Male,Physical Abuse,0.5,Social Service,5,0,0,1,0,4.4,1,1,0,0,0.2,0.432
2021,Spouse,18-29 years,Female,Emotional & Psychological Abuse,1.95,Police,6,0,1,0,0,2.9,0,0,0,1,0.4,0.692
2022,Spouse,18-29 years,Male,Emotional & Psychological Abuse,1.65,Hotline,5,0,1,0,0,2.4,0,0,0,0,0.4,0.618
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Hotline,2,0,0,1,0,4.0,0,0,0,1,0.0,0.352
2021,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.95,Police,3,0,1,0,0,2.7,0,0,0,0,0.2,0.542
2024,Spouse,18-29 years,Female,Emotional & Psychological Abuse,1.35,Police,4,0,0,0,0,2.7,0,0,0,0,0.0,0.392
2023,Spouse,40-49 years,Male,Physical Abuse,1.05,Police,3,0,0,1,0,4.5,0,0,0,0,0.0,0.378
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Hospital,3,0,1,1,0,4.1,0,0,0,0,0.2,0.578
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Police,3,0,1,1,0,4.1,0,0,0,0,0.2,0.602
2024,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.35,Hospital,3,1,0,0,0,2.7,0,0,0,0,0.4,0.442
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Hospital,5,0,1,1,0,4.1,0,0,0,0,0.4,0.653
2021,Spouse,40-49 years,Male,Physical Abuse,1.95,Police,5,0,1,1,0,4.2,0,0,0,0,0.4,0.702
2021,Spouse,18-29 years,Female,Emotional & Psychological Abuse,1.95,Police,3,1,1,0,0,2.8,0,0,0,1,0.6,0.642
2023,Spouse,18-29 years,Female,Physical Abuse,1.05,Hotline,2,0,0,1,0,3.9,0,0,0,0,0.0,0.328
